,total_rent,living_space,nr_of_rooms,building_type,age_of_building,zip_code,region,street,latitude,longitude
511,2650,220,6.0,Etagenwohnung,11.0,64283,"Darmstadt, Darmstadt-Mitte",Karlstraße 34,49.8674845,8.6560931
512,2650,220,6.0,Etagenwohnung,11.0,64283,"Darmstadt, Darmstadt-Mitte",Karlstraße 34,49.8674845,8.6560931
513,2650,220,6.0,Etagenwohnung,11.0,64283,"Darmstadt, Darmstadt-Mitte",Karlstraße 34,49.8674845,8.6560931
514,930,52,2.0,Etagenwohnung,38.0,64283,"Darmstadt, Darmstadt-Mitte",Neckarstraße 20,49.8693575,8.6459322
515,930,52,2.0,Etagenwohnung,38.0,64283,"Darmstadt, Darmstadt-Mitte",Neckarstraße 20,49.8693575,8.6459322
516,930,52,2.0,Etagenwohnung,38.0,64283,"Darmstadt, Darmstadt-Mitte",Neckarstraße 20,49.8693575,8.6459322
517,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
518,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
519,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
520,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
521,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
522,1647,102,4.0,Etagenwohnung,3.0,60438,"Frankfurt, Riedberg",Wolfgang-Bangert-Straße 2,50.1749404,8.6246661
523,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
524,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
525,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
526,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
527,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
528,1266,52,,Etagenwohnung,3.0,60594,"Frankfurt am Main, Sachsenhausen-Nord",Walter-Kolb-Straße 13a,50.1050813,8.6851185
529,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
530,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
531,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
532,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
533,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
534,1736,117,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Arthur-von-Weinberg-Straße 10,50.1771605,8.6243752
535,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
536,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
537,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
538,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
539,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
540,1394,82,2.0,Erdgeschosswohnung,58.0,64287,"Darmstadt, Darmstadt-Ost",Roßdörfer Straße 84,49.8691675,8.6715036
541,1742,85,3.0,Etagenwohnung,14.0,60598,"Frankfurt (Sachsenhausen), Sachsenhausen-Süd",,50.0922024,8.6909184
542,1742,85,3.0,Etagenwohnung,14.0,60598,"Frankfurt (Sachsenhausen), Sachsenhausen-Süd",,50.0922024,8.6909184
543,1742,85,3.0,Etagenwohnung,14.0,60598,"Frankfurt (Sachsenhausen), Sachsenhausen-Süd",,50.0922024,8.6909184
544,1742,85,3.0,Etagenwohnung,14.0,60598,"Frankfurt (Sachsenhausen), Sachsenhausen-Süd",,50.0922024,8.6909184
545,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
546,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
547,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
548,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
549,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
550,1289,88,3.0,,8.0,60437,"Frankfurt am Main, Kalbach",An der Bergstraße 29 a,50.1865737,8.633757
551,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
552,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
553,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
554,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
555,1770,85,3.0,Etagenwohnung,1.0,60433,"Frankfurt am Main / Eschersheim, Frankfurt am Main",Thielenstraße 13-15,50.1586012,8.6559723
556,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
557,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
558,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
559,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
560,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
561,1816,120,4.0,Etagenwohnung,9.0,60438,"Frankfurt am Main, Riedberg",Robert-Koch-Allee 25,50.1775362,8.6253891
562,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
563,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
564,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
565,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
566,895,87,3.0,Etagenwohnung,44.0,63457,"Hanau, Main-Kinzig-Kreis",John-F.-Kennedy-Str. 26,50.1045059,8.9658201
567,980,60,2.0,Etagenwohnung,,64283,"Darmstadt-Mitte, Darmstadt-Nord",,49.8721288,8.6449057
568,980,60,2.0,Etagenwohnung,,64283,"Darmstadt-Mitte, Darmstadt-Nord",,49.8721288,8.6449057
569,980,60,2.0,Etagenwohnung,,64283,"Darmstadt-Mitte, Darmstadt-Nord",,49.8721288,8.6449057
570,980,60,2.0,Etagenwohnung,,64283,"Darmstadt-Mitte, Darmstadt-Nord",,49.8721288,8.6449057
571,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
572,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
573,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
574,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
575,995,76,3.0,Etagenwohnung,,65931,"Frankfurt, Zeilsheim",,50.0975305,8.4957722
576,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
577,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
578,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
579,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
580,1530,65,2.0,Hochparterre,,60325,"Frankfurt, Westend-Süd",,50.1152448,8.6622696
581,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
582,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
583,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
584,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
585,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
586,1153,61,2.0,Etagenwohnung,8.0,60326,"Frankfurt, Gallusviertel",Hattersheimer Straße 35,50.1050641,8.6376219
587,1350,105,4.0,Dachgeschoss,99.0,65929,"Frankfurt am Main / Höchst, Frankfurt am Main",Brüningstr. 38,50.0968501,8.5406831
588,1350,105,4.0,Dachgeschoss,99.0,65929,"Frankfurt am Main / Höchst, Frankfurt am Main",Brüningstr. 38,50.0968501,8.5406831
589,1350,105,4.0,Dachgeschoss,99.0,65929,"Frankfurt am Main / Höchst, Frankfurt am Main",Brüningstr. 38,50.0968501,8.5406831
590,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
591,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
592,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
593,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
594,1506,101,4.0,Etagenwohnung,47.0,64289,"Darmstadt, Kranichstein",Wickopweg 5,49.8972882,8.6875781
595,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
596,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
597,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
598,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
599,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
600,1775,118,4.0,Etagenwohnung,0.0,64546,"Mörfelden-Walldorf, Groß-Gerau (Kreis)",Aschaffenburger Straße 9a,50.0125665,8.5863587
601,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
602,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
603,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
604,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
605,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
606,1850,80,2.0,Maisonette,,60598,"Frankfurt, Sachsenhausen-Süd",,50.0707812,8.6855264
607,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
608,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
609,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
610,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
611,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
612,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
613,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
614,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
615,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
616,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
617,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
618,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
619,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
620,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
621,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
622,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
623,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
624,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
625,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
626,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
627,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
628,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
629,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
630,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
631,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
632,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
633,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
634,1660,101,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
635,1660,101,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
636,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
637,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
638,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
639,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
640,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
641,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
642,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
643,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
644,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
645,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
646,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
647,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
648,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
649,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
650,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
651,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
652,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
653,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
654,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
655,1224,46,2.0,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
656,1224,46,2.0,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
657,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
658,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
659,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
660,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
661,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
662,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
663,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
664,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
665,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
666,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
667,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
668,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
669,3260,86,3.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
670,3260,86,3.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
671,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
672,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
673,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
674,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
675,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
676,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
677,2350,135,3.0,Penthouse,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 39,,
678,2350,135,3.0,Penthouse,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 39,,
679,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
680,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
681,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
682,1254,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
683,1254,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
684,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
685,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
686,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
687,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
688,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
689,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
690,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
691,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
692,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
693,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
694,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
695,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
696,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
697,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
698,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
699,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
700,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
701,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
702,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
703,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
704,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
705,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
706,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
707,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
708,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
709,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
710,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
711,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
712,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
713,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
714,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
715,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
716,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
717,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
718,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
719,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
720,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
721,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
722,4610,180,,Erdgeschosswohnung,,60322,"Frankfurt am Main, Nordend-West",,50.1249136,8.67795
723,4610,180,,Erdgeschosswohnung,,60322,"Frankfurt am Main, Nordend-West",,50.1249136,8.67795
724,4610,180,,Erdgeschosswohnung,,60322,"Frankfurt am Main, Nordend-West",,50.1249136,8.67795
