,total_rent,living_space,nr_of_rooms,building_type,age_of_building,zip_code,region,street,latitude,longitude
0,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
1,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
2,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
3,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
4,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
5,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
6,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
7,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
8,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
9,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
10,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
11,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
12,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
13,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
14,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
15,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
16,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
17,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
18,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
19,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
20,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
21,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
22,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
23,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
24,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
25,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
26,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
27,1660,101,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
28,1660,101,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
29,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
30,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
31,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
32,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
33,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
34,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
35,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
36,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
37,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
38,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
39,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
40,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
41,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
42,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
43,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
44,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
45,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
46,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
47,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
48,1224,46,2.0,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
49,1224,46,2.0,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
50,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
51,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
52,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
53,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
54,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
55,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
56,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
57,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
58,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
59,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
60,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
61,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
62,3260,86,3.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
63,3260,86,3.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
64,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
65,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
66,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
67,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
68,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
69,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
70,2350,135,3.0,Penthouse,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 39,,
71,2350,135,3.0,Penthouse,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 39,,
72,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
73,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
74,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
75,1254,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
76,1254,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
77,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
78,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
79,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
80,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
81,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
82,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
83,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
84,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
85,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
86,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
87,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
88,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
89,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
90,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
91,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
92,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
93,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
94,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
95,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
96,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
97,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
98,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
99,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
100,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
101,2700,120,2.0,Dachgeschoss,,60323,"Frankfurt, Bockenheim",,50.1223606,8.637532
102,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
103,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
104,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
105,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
106,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
107,790,27,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
108,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
109,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
110,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
111,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
112,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
113,630,20,1.0,Etagenwohnung,27.0,60439,"Frankfurt am Main, Heddernheim",Olof-Palme-Straße 31,50.172883,8.641283
114,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
115,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
116,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
117,1029,29,1.0,,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 235,50.1022568,8.6364922
118,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
119,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
120,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
121,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
122,1125,32,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2 a-c,49.92139,8.48255
123,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
124,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
125,1672,102,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
126,1660,101,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
127,1660,101,3.0,Etagenwohnung,0.0,63067,"Offenbach am Main, Stadtmitte",Bettinastr. 77-81,,
128,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
129,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
130,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
131,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
132,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
133,1760,90,4.0,Etagenwohnung,-1.0,60326,"Frankfurt, Gallusviertel",,50.1038405,8.6431009
134,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
135,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
136,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
137,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
138,2975,175,3.0,,0.0,60327,"Frankfurt am Main - Europaviertel, Gallusviertel",Europa-Allee 101-103,50.108501,8.642324
139,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
140,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
141,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
142,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
143,1768,96,2.0,Penthouse,1.0,60528,"Frankfurt am Main, Niederrad",Lyoner Straße 17,50.0805613,8.6367016
144,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
145,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
146,1428,70,,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
147,1224,46,2.0,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
148,1224,46,2.0,Etagenwohnung,,60325,"Frankfurt am Main, Westend-Süd",Georg-Voigt-Straße 11-15,50.1152864,8.6503827
149,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
150,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
151,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
152,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
153,865,21,1.0,Etagenwohnung,,63065,"Offenbach am Main, Stadtmitte",Kaiserstraße 73,,
154,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
155,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
156,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
157,1780,108,3.0,Etagenwohnung,2.0,60326,"Frankfurt, Gallusviertel",Mainzer Landstraße 372,50.1022568,8.6364922
158,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
159,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
160,1413,38,1.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
161,3260,86,3.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
162,3260,86,3.0,Etagenwohnung,2.0,60312,"Frankfurt am Main, Innenstadt",Große Gallusstraße 16-18,50.1115561,8.6730361
163,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
164,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
165,950,74,4.0,Dachgeschoss,99.0,65929,"Frankfurt-Höchst, Frankfurt am Main",,50.1027438,8.5420871
166,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
167,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
168,1395,78,3.0,Etagenwohnung,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 23,,
169,2350,135,3.0,Penthouse,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 39,,
170,2350,135,3.0,Penthouse,0.0,63067,"Offenbach, Stadtmitte",Hafenallee 39,,
171,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
172,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
173,1255,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
174,1254,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
175,1254,76,2.0,Etagenwohnung,0.0,60326,"Frankfurt am Main, Gallusviertel",Mainzer Landstraße 385,50.1022568,8.6364922
176,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
177,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
178,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
179,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
180,1391,89,3.0,,4.0,60327,"Frankfurt am Main, Gutleutviertel",Speicherstraße 26,50.1008277,8.6609364
181,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
182,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
183,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
184,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
185,2541,123,3.0,Penthouse,5.0,60320,"Frankfurt am Main, Westend-Nord",,50.1263563,8.6679209
186,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
187,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
188,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
189,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
190,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
191,1760,117,4.0,Etagenwohnung,0.0,61118,"Bad Vilbel, Wetteraukreis",Röntgenstraße 5,50.1943621,8.7408978
192,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
193,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
194,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
195,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
196,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
197,1450,30,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
198,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
199,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
200,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
201,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
202,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
203,845,17,1.0,Etagenwohnung,34.0,60528,"Frankfurt, Niederrad",Triftstraße 53,50.0835803,8.6448152
204,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
205,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
206,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
207,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
208,845,22,1.0,,4.0,65479,"Raunheim, Groß-Gerau (Kreis)",Schulstraße 2,49.92139,8.48255
209,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
210,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
211,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
212,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
213,5480,231,4.0,Penthouse,5.0,60313,"Frankfurt am Main / Innenstadt, Frankfurt am Main",,50.1080524,8.6821609
214,4610,180,,Erdgeschosswohnung,,60322,"Frankfurt am Main, Nordend-West",,50.1249136,8.67795
215,4610,180,,Erdgeschosswohnung,,60322,"Frankfurt am Main, Nordend-West",,50.1249136,8.67795
216,4610,180,,Erdgeschosswohnung,,60322,"Frankfurt am Main, Nordend-West",,50.1249136,8.67795
217,4610,180,,Erdgeschosswohnung,,60322,"Frankfurt am Main, Nordend-West",,50.1249136,8.67795
218,4610,180,,Erdgeschosswohnung,,60322,"Frankfurt am Main, Nordend-West",,50.1249136,8.67795
219,3460,195,4.0,Maisonette,114.0,60322,"Frankfurt, Nordend-West",Sömmerringstraße -,50.1238415,8.6811074
220,3460,195,4.0,Maisonette,114.0,60322,"Frankfurt, Nordend-West",Sömmerringstraße -,50.1238415,8.6811074
221,3460,195,4.0,Maisonette,114.0,60322,"Frankfurt, Nordend-West",Sömmerringstraße -,50.1238415,8.6811074
